Transaction,Item
7401,Bread
7402,Bread
7403,Cake
7403,Bread
7403,Tea
7404,Bread
7404,Smoothies
7405,Coffee
7406,Coffee
7406,Juice
7407,Coffee
7408,Bread
7409,Tea
7409,Toast
7409,Coffee
7410,Butter
7410,Bread
7411,Coffee
7411,butter
7412,Bread
7413,Bread
7414,Tea
7414,Cake
7415,Bread
7415,Hot chocolate
7416,Coffee
7416,Coffee
7416,Cake
7417,Bread
7417,butter
7417,Hot chocolate
7417,Coffee
7418,Hot chocolate
7418,Coffee
7418,Cake
7419,Coffee
7419,Toast
7420,Cake
7420,Coffee
7421,butter
7421,butter
7421,Bread
7423,Coffee
7423,Coffee
7423,Tea
7424,Coffee
7424,Coffee
7424,Baguette
7425,Coffee
7425,Coffee
7425,butter
7426,Bread
7426,butter
7427,Bread
7428,Coffee
7428,Coffee
7428,Cookies
7429,Coffee
7429,Sandwich
7430,Tea
7431,Bread
7432,Bread
7433,Tea
7433,Tea
7434,Bread
7435,Coffee
7435,Coffee
7436,Chicken Stew
7437,Coffee
7437,Sandwich
7438,Coffee
7438,Hot chocolate
7438,Bread
7438,butter
7439,Coffee
7439,Coffee
7439,Bread
7440,Coffee
7440,Coffee
7440,Coffee
7440,Bread
7441,Hot chocolate
7441,butter
7442,Coffee
7442,Hot chocolate
7443,Coffee
7443,Tea
7444,Tea
7444,Tea
7445,Coffee
7445,Cake
7446,Coffee
7446,Cake
7447,Rice
7447,Bread
7448,Tea
7448,Tea
7448,butter
7449,Cake
7450,Bread
7451,Bread
7452,Bread
7453,Bread
7453,butter
7454,Bread
7454,Bread
7455,Coffee
7456,Coffee
7456,Coffee
7456,Toast
7457,Coffee
7457,Coffee
7458,Coffee
7458,Coffee
7459,Coffee
7459,Coffee
7459,Juice
7459,Cake
7459,Cookies
7460,Coffee
7461,Coffee
7461,Tiffin
7462,Bread
7463,Coffee
7464,Coffee
7464,butter
7464,butter
7465,butter
7465,butter
7465,Bread
7465,Sandwich
7465,Coffee
7466,Fudge
7467,Milk
7468,Bread
7468,Hot chocolate
7469,Fudge
7469,Fudge
7469,Coffee
7469,coffee sweetner
7470,Coffee
7471,Coffee
7471,Coffee
7472,Tea
7473,Bread
7474,Bread
7475,Coffee
7475,butter
7476,Coffee
7476,Tea
7477,Sandwich
7478,Coffee
7478,Cake
7478,Tiffin
7479,Coffee
7480,Coffee
7480,butter
7480,Tea
7481,Coffee
7482,Coffee
7482,Coffee
7483,Chicken Stew
7483,Sandwich
7483,Mineral water
7484,Cookies
7484,Cake
7484,Bread
7485,Bread
7485,butter
7485,Coffee
7485,Eggs
7486,Bread
7487,Coffee
7487,Salad
7487,Sandwich
7488,Coffee
7488,Bread
7488,butter
7489,Bread
7489,Bread
7489,Coffee
7490,Chicken Stew
7490,Tea
7491,Cookies
7491,Sandwich
7491,Coffee
7491,Coffee
7492,Coffee
7492,Coffee
7492,Tiffin
7492,coffee sweetner
7493,Bread
7493,butter
7493,butter
7494,Tiffin
7494,Hot chocolate
7495,Breakfast cereal
7495,Duck egg
7495,Tea
7495,Bread
7496,Tea
7496,detergent
7496,Cookies
7497,Juice
7497,Rice
7497,Cake
7497,detergent
7498,Sandwich
7498,Coffee
7498,Coke
7498,Smoothies
7499,Afternoon with the baker
7500,Coffee
7500,Coffee
7500,Sandwich
7501,butter
7501,Frozen pizza
7501,Bread
7502,Coffee
7502,Bread
7503,Bread
7504,Sandwich
7505,Coffee
7505,Cookies
7506,Frozen pizza
7507,Coffee
7508,Bread
7508,Bread
7508,Tiffin
7508,Sandwich
7509,Tea
7509,Juice
7509,Bread
7509,Afternoon with the baker
7510,Frozen pizza
7510,Coffee
7511,Cake
7512,Coffee
7512,Coffee
7512,Tomato sauce
7512,coffee sweetner
7512,Frozen pizza
7513,Coffee
7514,Bread
7515,Coffee
7516,Coffee
7516,Frozen pizza
7516,Bread
7517,Bread
7518,Coffee
7519,Coffee
7519,Coke
7519,butter
7520,Yogurt
7520,Coffee
7520,Hot chocolate
7521,Bread
7521,butter
7522,Frozen pizza
7523,butter
7523,Coffee
7524,Frozen pizza
7524,Bread
7525,Coffee
7525,Juice
7525,Tiffin
7525,Sugar
7526,coffee sweetner
7526,Milk
7527,Bread
7528,Tea
7528,Juice
7528,Coffee
7529,butter
7529,butter
7529,Frozen pizza
7529,Coffee
7530,Rice
7530,Frozen pizza
7530,Coffee
7531,Bread
7532,Coffee
7533,Bread
7534,Baguette
7534,Frozen pizza
7534,Eggs
7534,Cookies
7534,Milk
7535,Bread
7535,Coffee
7535,Bread
7536,Coffee
7536,Coffee
7536,butter
7536,Bread
7537,Baguette
7538,Bread
7539,Bread
7539,Cake
7539,Buttermie Dodgers
7540,Bread
7540,Coffee
7540,Sandwich
7540,Extra Salami or Feta
7541,Cake
7541,Sugar
7541,Mineral water
7541,Coffee
7541,Tea
7541,Hot chocolate
7542,Coffee
7542,Coke
7543,Bread
7544,Tea
7544,Coffee
7545,Coffee
7545,Coffee
7545,Coffee
7545,Cookies
7546,Bread
7547,Breakfast cereal
7547,The Nomad
7547,Coffee
7548,Coffee
7548,Rice
7549,Frozen pizza
7549,Coffee
7550,Coffee
7550,Coffee
7550,Bread
7550,Tiffin
7551,Baguette
7552,Bread
7552,Coffee
7553,Coffee
7553,Smoothies
7553,Sugar
7553,Sandwich
7553,Sandwich
7554,Toast
7554,Frozen pizza
7554,Sugar
7554,Coffee
7554,Coke
7555,Bread
7555,Bread
7555,Cake
7555,detergent
7555,Smoothies
7555,Sandwich
7556,Bread
7557,Coffee
7557,Juice
7557,Toast
7557,Sandwich
7557,Baguette
7558,Bread
7558,Coffee
7559,Coffee
7560,Coffee
7560,Breakfast cereal
7561,Bread
7561,Sugar
7561,Milk
7561,Coffee
7561,Coffee
7561,detergent
7562,butter
7563,Vegan Feast
7564,Cake
7564,Rice
7565,Baguette
7566,Sandwich
7566,Chicken Stew
7566,Coffee
7566,Tomato sauce
7566,Coke
7567,Tea
7567,Frozen pizza
7567,detergent
7568,Bread
7569,detergent
7569,Sandwich
7569,Juice
7570,Cookies
7570,Mineral water
7570,Coffee
7571,Cookies
7571,butter
7571,Coffee
7572,Sandwich
7572,Coffee
7572,detergent
7572,Art Tray
7572,Frozen pizza
7572,Sugar
7573,Cake
7573,Tiffin
7574,Frozen pizza
7574,Tea
7575,Sugar
7575,Cookies
7576,Sandwich
7576,Juice
7577,Hot chocolate
7577,Coffee
7577,Cake
7577,Frozen pizza
7577,Cookies
7577,Bread
7578,Tea
7578,Hot chocolate
7578,Cake
7578,Salad
7579,Bread
7579,Tea
7579,detergent
7579,Sandwich
7580,Breakfast cereal
7580,Sandwich
7581,Toast
7581,Bread
7582,Coffee
7582,Tea
7582,Toast
7583,Frozen pizza
7584,Frozen pizza
7584,Coffee
7584,Coffee
7585,Bread
7585,Sugar
7586,Tea
7586,detergent
7587,Hot chocolate
7587,Coffee
7587,Cake
7587,Frozen pizza
7588,Coke
7588,Tea
7588,Sugar
7589,Hot chocolate
7589,Tomato sauce
7589,Breakfast cereal
7590,Chicken Stew
7590,Granola
7590,Coke
7591,Breakfast cereal
7591,Smoothies
7592,Bread
7593,Coffee
7593,Coffee
7593,Frozen pizza
7594,Tea
7595,Tea
7596,Milk
7597,Coffee
7597,Hot chocolate
7598,Frozen pizza
7598,Cake
7598,Bread
7598,Bread
7598,Coffee
7598,Hot chocolate
7599,Tea
7599,Frozen pizza
7599,Bread
7600,Milk
7601,Coffee
7601,Coffee
7601,Bread
7602,Bread
7602,Coffee
7602,Frozen pizza
7602,Cookies
7602,detergent
7602,Salad
7602,Tomato sauce
7602,Mineral water
7603,Tiffin
7603,Coffee
7603,Tea
7604,Coffee
7605,Bread
7605,Hot chocolate
7605,Frozen pizza
7606,Tea
7606,Tea
7606,Coffee
7606,Cake
7606,Frozen pizza
7607,Bread
7608,Milk
7608,Rice
7609,Milk
7610,Yogurt
7611,Bread
7611,Eggs
7612,Coffee
7612,Breakfast cereal
7613,Coffee
7614,Coffee
7615,Bread
7615,Coffee
7615,butter
7615,Breakfast cereal
7616,Bread
7616,Frozen pizza
7617,Bread
7617,Coffee
7617,Coffee
7617,Toast
7618,Bread
7619,butter
7619,Bread
7619,butter
7620,Hot chocolate
7620,Cookies
7620,butter
7621,Coffee
7621,Coffee
7621,The Nomad
7622,Coffee
7622,Buttermie Dodgers
7622,Rice
7622,Tea
7623,Coffee
7624,Coffee
7624,Sugar
7625,Coffee
7626,Bread
7626,Coffee
7627,Coffee
7627,Coffee
7627,Hot chocolate
7627,Rice
7628,Bread
7629,Yogurt
7630,Coffee
7630,Tiffin
7631,Coffee
7631,Coffee
7631,Toast
7631,butter
7631,Frozen pizza
7632,Coffee
7633,Butter
7634,butter
7634,Cake
7634,Coffee
7635,detergent
7635,Coffee
7635,Juice
7635,Tea
7636,butter
7637,Coffee
7638,Buttermie Dodgers
7638,Coffee
7639,Coffee
7640,Coffee
7641,Rice
7642,Coffee
7642,Cake
7642,Rice
7643,butter
7643,Bread
7644,Coffee
7644,butter
7644,Bread
7645,Hot chocolate
7646,Juice
7646,Cake
7646,Coffee
7647,Coke
7647,Sandwich
7648,Sandwich
7648,Smoothies
7649,Coffee
7649,Coffee
7650,Frozen pizza
7651,Cake
7651,Bread
7651,Coffee
7651,Juice
7652,Cake
7652,Coffee
7652,Tea
7653,Tomato sauce
7653,Coffee
7653,Cake
7653,butter
7653,Sandwich
7654,Tiffin
7655,Coffee
7655,Cake
7656,Cake
7656,Frozen pizza
7656,Eggs
7656,detergent
7656,Coffee
7656,Coffee
7656,Tea
7657,Coffee
7658,Bread
7658,Coffee
7659,Coffee
7659,Eggs
7659,butter
7660,Buttermie Dodgers
7660,Tiffin
7661,Coffee
7661,Bread
7661,coffee sweetner
7663,Afternoon with the baker
7664,Afternoon with the baker
7665,Afternoon with the baker
7666,Afternoon with the baker
7666,Afternoon with the baker
7667,Afternoon with the baker
7668,Buttermie Dodgers
7669,Coffee
7670,Coffee
7671,Coffee
7671,Bread
7672,Coffee
7673,Bread
7674,Bread
7675,Coffee
7675,butter
7676,Bread
7677,Tea
7677,butter
7678,butter
7679,Tea
7680,Coffee
7681,Yogurt
7682,Coffee
7683,Cookies
7683,butter
7683,Coffee
7683,Coffee
7684,Bread
7684,Coffee
7684,Toast
7685,Tea
7685,Coffee
7685,Cake
7686,Toast
7686,Coffee
7687,Coffee
7687,Toast
7688,Bread
7689,Bread
7690,Bread
7691,Yogurt
7691,Cake
7692,detergent
7692,Coffee
7693,Coffee
7694,Bread
7694,Sandwich
7695,Bread
7696,Juice
7696,Coffee
7696,Sandwich
7696,Cake
7697,Bread
7698,Tea
7699,Cake
7699,Bread
7700,Chicken Stew
7700,Coffee
7701,Coffee
7702,Coffee
7702,Salad
7703,detergent
7703,Bread
7704,Bread
7704,Cake
7705,Bread
7706,Coffee
7706,Coffee
7706,Cake
7706,Sandwich
7706,Sandwich
7707,Cake
7707,Tomato sauce
7707,Tea
7707,Coffee
7707,Salad
7707,Chicken Stew
7708,Coffee
7708,Juice
7708,Drinking chocolate spoons 
7709,Bread
7709,Sandwich
7709,Coffee
7709,Coffee
7709,detergent
7709,Cake
7710,Juice
7711,Tea
7712,Bread
7713,Tea
7713,Hot chocolate
7713,Cake
7714,Tea
7714,Coffee
7714,Toast
7714,butter
7715,Coffee
7715,Cake
7716,Afternoon with the baker
7717,Bread
7718,Coffee
7719,Toast
7719,Coffee
7720,Bread
7720,Cookies
7720,butter
7721,Coke
7722,Coffee
7723,Coffee
7723,Tea
7724,Bread
7724,butter
7725,Coffee
7726,Coffee
7727,Bread
7727,butter
7728,Baguette
7729,Bread
7730,Coffee
7731,Tea
7731,Coffee
7732,Coffee
7732,Coffee
7732,Granola
7733,Coffee
7734,Bread
7735,Bread
7735,Sandwich
7736,Coffee
7737,Coffee
7738,Bread
7738,Toast
7739,Hot chocolate
7739,Coffee
7739,butter
7739,Cookies
7740,Coffee
7740,Coffee
7740,Bread
7740,Cookies
7741,Baguette
7742,Bread
7742,Tea
7743,Coffee
7744,Coffee
7745,Bread
7746,Coffee
7746,Bread
7746,butter
7747,Bread
7748,butter
7748,Coffee
7748,Bread
7748,Breakfast cereal
7749,detergent
7749,Coffee
7749,Coffee
7750,Bread
7750,Salad
7750,Breakfast cereal
7750,Butter
7751,Tea
7751,detergent
7753,Coffee
7753,detergent
7753,Sandwich
7754,Hot chocolate
7754,Coffee
7754,Sandwich
7754,Cake
7755,Coffee
7755,Salad
7755,Tiffin
7756,Hot chocolate
7756,Coffee
7756,Sandwich
7756,Cake
7757,Coffee
7757,detergent
7757,Breakfast cereal
7758,Cookies
7759,Yogurt
7760,Yogurt
7760,detergent
7760,Salad
7760,Breakfast cereal
7760,Toast
7760,Coffee
7760,Coffee
7761,Fudge
7762,Chicken Stew
7762,Tea
7763,Yogurt
7764,Cake
7764,Tiffin
7764,Coffee
7764,Coffee
7765,Breakfast cereal
7765,Tea
7766,Bread
7767,Coffee
7768,butter
7768,Tiffin
7768,Tomato sauce
7768,Bread
7768,detergent
7769,Bread
7770,Bread
7770,butter
7771,Coffee
7771,Cake
7772,Tea
7772,Tea
7772,Cake
7772,Cake
7773,Cake
7773,Tea
7774,Hot chocolate
7774,Coffee
7774,Bread
7775,Bread
7776,Bread
7776,Bread
7777,Bread
7778,Bread
7778,butter
7779,butter
7779,Coffee
7780,Eggs
7780,Bread
7781,Toast
7781,Bread
7782,Bread
7783,Coffee
7783,Coffee
7783,Cake
7784,Tea
7784,Tea
7784,Bread
7784,Coffee
7784,butter
7785,Bread
7786,butter
7787,Bread
7788,Baguette
7789,Coffee
7789,Coffee
7789,butter
7790,Bread
7791,Coffee
7791,Coffee
7792,Coffee
7792,Coffee
7792,Chicken Stew
7792,Salad
7793,Bread
7794,detergent
7795,Tomato sauce
7795,Coffee
7795,Sandwich
7795,Sandwich
7795,Bread
7796,detergent
7796,detergent
7796,Mineral water
7796,Yogurt
7797,Bread
7798,Coffee
7798,Tea
7798,detergent
7799,Chicken Stew
7800,Coffee
7801,Cake
7801,Buttermie Dodgers
7802,Bread
7803,Coffee
7803,Coffee
7803,Coffee
7803,Tea
7803,Cake
7803,Frozen pizza
7803,Sandwich
7803,Sandwich
7804,Baguette
7805,Tea
7805,Juice
7805,Frozen pizza
7805,Cake
7806,Bread
7806,butter
7807,Coffee
7807,Tiffin
7807,Cake
7807,Tomato sauce
7808,Coffee
7808,Buttermie Dodgers
7809,Coffee
7809,Toast
7810,Bread
7811,butter
7811,Coffee
7812,Coffee
7813,Coffee
7813,Toast
7813,Bread
7814,Baguette
7815,Coffee
7815,Toast
7816,Coffee
7816,Tea
7816,Cake
7816,Bread
7817,Bread
7817,Hot chocolate
7818,Coffee
7818,Baguette
7819,Tiffin
7819,Cake
7820,Coffee
7821,Coffee
7822,Cake
7822,Juice
7823,Bread
7824,Coffee
7824,Tiffin
7825,Tea
7825,Sandwich
7826,Sandwich
7826,Tea
7827,Coffee
7827,Chicken Stew
7828,Sandwich
7828,Cookies
7829,Salad
7829,Coffee
7829,Juice
7830,Tea
7830,Bread
7830,Salad
7830,Sandwich
7831,Bread
7831,butter
7831,Tomato sauce
7832,Bread
7832,Milk
7833,Chicken Stew
7833,Coffee
7834,detergent
7835,Coffee
7835,Sandwich
7836,Cookies
7836,detergent
7837,Christmas common
7838,Coffee
7839,detergent
7839,Sandwich
7839,Coffee
7839,Eggs
7840,Coffee
7840,Coffee
7840,Hot chocolate
7840,Coffee
7840,butter
7840,Cake
7841,Coffee
7842,butter
7843,Bread
7843,Coffee
7843,butter
7843,Chicken Stew
7844,Coffee
7845,Tea
7845,Cake
7846,Tomato sauce
7846,Breakfast cereal
7846,Cake
7846,Coffee
7847,Tomato sauce
7847,Breakfast cereal
7847,Cake
7848,Bread
7848,Tea
7848,Frozen pizza
7849,Coke
7849,Tea
7850,Tea
7850,Cake
7851,Coke
7852,Bread
7852,Cake
7852,Coffee
7852,Bread
7853,Coffee
7853,Coffee
7853,Tea
7853,Cake
7853,Frozen pizza
7853,Cookies
7854,Coffee
7855,Coffee
7856,Coffee
7857,Bread
7858,Coffee
7858,Bread
7858,butter
7859,Coffee
7859,Bread
7859,Breakfast cereal
7860,Bread
7860,Toast
7861,Bread
7862,Baguette
7863,Coffee
7863,butter
7864,Hot chocolate
7864,Tea
7864,Cake
7865,Coffee
7865,Bread
7866,Bread
7866,Bread
7866,butter
7867,Coffee
7868,butter
7868,butter
7869,Bread
7869,Coffee
7869,Coffee
7869,Bread
7869,Toast
7870,Coffee
7871,Bread
7872,Coffee
7873,Bread
7873,Cookies
7874,Eggs
7874,Bread
7875,Tea
7876,Coffee
7876,Cake
7876,Butter
7876,Tomato sauce
7877,Coffee
7877,Coffee
7877,Juice
7877,butter
7877,Cookies
7878,Coffee
7878,Tiffin
7878,Bread
7879,Cake
7879,Cookies
7879,Cookies
7879,Coffee
7879,Coffee
7879,Juice
7880,Vegan Feast
7880,butter
7880,Coffee
7880,Coffee
7881,Coffee
7881,butter
7882,Coffee
7882,Bread
7883,Bread
7883,Coffee
7884,Bread
7885,Coffee
7885,Coffee
7885,Eggs
7886,Coffee
7887,Coffee
7887,Tea
7887,Tiffin
7888,Bread
7888,Bread
7889,Sugar
7890,Coffee
7891,Tea
7891,Sandwich
7891,Sandwich
7892,Coffee
7892,Tiffin
7893,Bread
7893,Frozen pizza
7894,detergent
7894,Salad
7894,Bread
7895,Sandwich
7895,Coke
7896,Toast
7896,Coffee
7896,Bread
7897,Cake
7897,Sandwich
7897,Sandwich
7897,Coffee
7898,Tomato sauce
7898,detergent
7899,Vegan mincepie
7899,Cookies
7899,Tiffin
7899,Bread
7900,Cookies
7901,detergent
7902,Coffee
7902,Breakfast cereal
7903,Coffee
7903,Frozen pizza
7904,Bread
7904,Coffee
7904,Sandwich
7905,Salad
7905,Breakfast cereal
7905,Coke
7906,Coffee
7906,Tea
7906,Bread
7906,Tiffin
7906,Chicken Stew
7907,Tea
7907,Bread
7907,Cake
7908,Tomato sauce
7908,Mineral water
7908,Bread
7908,Frozen pizza
7908,Breakfast cereal
7909,Coffee
7910,Tomato sauce
7910,Cake
7911,Coffee
7912,Coffee
7912,Bread
7913,Cookies
7913,Tiffin
7914,Tea
7915,Eggs
7915,Eggs
7915,Coffee
7916,Coffee
7916,Toast
7917,Baguette
7917,Yogurt
7918,Eggs
7919,Cake
7919,Bread
7920,Bread
7921,Coffee
7921,Tea
7922,The Nomad
7922,Coffee
7922,Eggs
7923,Duck egg
7923,Tea
7924,Coffee
7924,Coffee
7924,Frozen pizza
7924,Bread
7925,Milk
7925,Tea
7925,Coffee
7926,Milk
7926,Bread
7927,Chocolates
7927,Coffee
7927,Coke
7928,Coffee
7928,Coffee
7928,Bread
7929,Tea
7929,Tea
7929,Juice
7930,Frozen pizza
7930,butter
7930,Coffee
7931,Coffee
7931,Coffee
7932,Baguette
7933,Tea
7933,Tea
7933,Breakfast cereal
7933,Fudge
7933,Butter
7934,Coffee
7934,Breakfast cereal
7934,Tomato sauce
7935,Frozen pizza
7935,Cake
7935,Milk
7936,Coffee
7937,Sandwich
7937,Coffee
7938,Bread
7938,Yogurt
7939,Bread
7939,Toast
7939,Cookies
7940,Bread
7941,Yogurt
7941,Coffee
7941,Cookies
7942,Breakfast cereal
7942,Bread
7942,Cake
7942,Eggs
7942,Coffee
7942,Sugar
7943,butter
7943,Coffee
7943,detergent
7943,Sandwich
7944,Rice
7945,Tea
7946,Tiffin
7947,Bread
7947,Coffee
7948,Bread
7949,Hot chocolate
7949,Bread
7949,Cookies
7950,Bread
7950,Juice
7950,Cake
7950,Buttermie Dodgers
7951,Frozen pizza
7951,Bread
7952,Tea
7952,Bread
7952,Hot chocolate
7952,Tiffin
7953,Coffee
7953,Bread
7954,Coffee
7955,Cake
7955,Granola
7955,Coffee
7955,Sandwich
7955,Coffee
7956,Frozen pizza
7957,butter
7957,Sandwich
7958,Sandwich
7958,Sandwich
7958,Coffee
7958,Coffee
7959,Bread
7959,butter
7959,Cake
7960,butter
7961,Sugar
7961,Drinking chocolate spoons 
7961,Bread
7961,Coffee
7961,Sandwich
7961,Sandwich
7962,Coffee
7962,Coffee
7962,Sandwich
7962,Sandwich
7963,Buttermie Dodgers
7963,Bread
7964,Tea
7964,Cake
7965,Coffee
7965,Coffee
7966,Tea
7966,Juice
7966,Rice
7966,Salad
7967,Tea
7967,Breakfast cereal
7968,Breakfast cereal
7968,Sandwich
7968,Toast
7968,Cake
7968,Eggs
7968,Chicken Stew
7969,Bread
7970,detergent
7970,Bread
7971,Bread
7971,Coffee
7971,Juice
7971,Frozen pizza
7972,Coffee
7972,Toast
7972,Frozen pizza
7973,Bread
7974,Bread
7974,Bread
7974,Cake
7975,Sugar
7975,Coke
7976,Coffee
7976,Sandwich
7977,Bread
7977,Buttermie Dodgers
7977,Cake
7978,Coffee
7978,Bread
7978,Frozen pizza
7979,Coffee
7979,Coffee
7979,Frozen pizza
7979,Cake
7980,Sandwich
7980,Coffee
7980,Coffee
7981,Argentina Night
7981,Vegan Feast
7982,Coffee
7982,Cake
7983,Cake
7983,Tea
7984,Tea
7984,Cake
7984,Frozen pizza
7985,Bread
7986,Bread
7987,Coffee
7988,Coffee
7988,Cake
7989,Coffee
7990,Coffee
7991,Bread
7991,Juice
7991,Rice
7991,Cookies
7992,The Nomad
7992,Duck egg
7992,Coffee
7992,Coffee
7992,Tea
7993,Coffee
7993,Rice
7994,Hot chocolate
7994,Coffee
7994,Frozen pizza
7994,Cake
7995,Coffee
7995,butter
7996,Coffee
7996,butter
7997,Frozen pizza
7997,Bread
7998,Bread
7999,Coffee
7999,Sandwich
7999,Sugar
8000,Coffee
8000,Cake
8001,Frozen pizza
8001,Coffee
8001,Coffee
8001,Breakfast cereal
8002,Coffee
8002,Coffee
8003,Bread
8003,Coffee
8004,Coffee
8004,Breakfast cereal
8005,Breakfast cereal
8005,Coffee
8006,Bread
8007,Cake
8007,Rice
8007,Vegan Feast
8008,Bread
8008,Bread
8008,Sugar
8009,Coffee
8010,Bread
8010,Coffee
8011,Coffee
8011,Coffee
8011,Bread
8011,Hot chocolate
8011,Cake
8011,Cake
8011,Vegan mincepie
8011,Bread
8012,Tea
8012,Rice
8012,Buttermie Dodgers
8013,Bread
8014,Tea
8015,butter
8015,Frozen pizza
8015,Coffee
8015,Tea
8016,Coffee
8016,butter
8017,Baguette
8018,Cookies
8018,Coffee
8019,Coffee
8020,Coffee
8021,Bread
8022,Coffee
8022,Tomato sauce
8022,Juice
8023,Coffee
8024,Coffee
8025,Smoothies
8025,Breakfast cereal
8026,Coffee
8026,Juice
8026,Toast
8026,Rice
8027,Bread
8028,The Nomad
8028,Coffee
8029,Hot chocolate
8030,Bread
8030,Breakfast cereal
8031,Tea
8031,Breakfast cereal
8032,Coffee
8032,Smoothies
8032,Cookies
8032,Eggs
8032,Frozen pizza
8033,Half slice Monster 
8033,Tiffin
8033,Coffee
8033,Juice
8034,Baguette
8035,Coffee
8035,Coke
8035,Tea
8035,Sandwich
8035,Breakfast cereal
8036,Bread
8037,Hot chocolate
8037,Coffee
8037,Cookies
8038,detergent
8038,Coffee
8038,Cake
8039,Bread
8040,Coffee
8041,Bread
8041,Mineral water
8041,Drinking chocolate spoons 
8041,Coffee
8042,Hot chocolate
8043,Tea
8043,Tea
8043,Cake
8044,Tea
8044,Coffee
8044,Cake
8044,Buttermie Dodgers
8045,Eggs
8046,Frozen pizza
8047,Hot chocolate
8047,Cake
8048,Eggs
8048,Rice
8048,Breakfast cereal
8048,Chicken Stew
8048,Coffee
8049,Yogurt
8050,Coffee
8050,Cake
8051,Cake
8051,Cookies
8051,Tea
8051,Coffee
8051,Sandwich
8051,detergent
8052,Coffee
8052,Cookies
8053,Bread
8053,Cake
8054,Coffee
8054,Coffee
8054,Breakfast cereal
8054,Sandwich
8055,Coffee
8055,Cookies
8056,Bread
8056,Hot chocolate
8056,Sandwich
8056,Chocolates
8057,butter
8057,Coffee
8058,Coffee
8058,Buttermie Dodgers
8059,Coffee
8060,Cake
8061,butter
8061,Bread
8061,Butter
8062,Bread
8063,Tea
8064,Tea
8064,Coffee
8064,Breakfast cereal
8065,Afternoon with the baker
8066,Bread
8067,Coffee
8067,Cookies
8068,Coffee
8068,Tea
8068,Cookies
8068,Cake
8069,Coffee
8069,Coffee
8070,Coffee
8070,Coffee
8071,Coffee
8071,Coffee
8071,Rice
8072,Bread
8073,Tea
8074,Coffee
8074,butter
8074,butter
8075,Sandwich
8075,Sandwich
8075,Tea
8075,Coffee
8077,Bread
8078,Tea
8078,Cake
8079,Coffee
8080,Baguette
8081,Baguette
8081,Frozen pizza
8082,Coffee
8083,Coffee
8083,Coffee
8083,butter
8083,butter
8084,Coffee
8084,butter
8085,butter
8086,Bread
8087,butter
8087,butter
8087,Coffee
8088,Tea
8088,Bread
8089,Baguette
8089,Coffee
8090,Bread
8091,Tomato sauce
8091,Tea
8091,detergent
8091,Salad
8091,Cookies
8091,Bread
8092,detergent
8093,Coffee
8093,detergent
8093,Afternoon with the baker
8094,Coffee
8094,Afternoon with the baker
8094,Breakfast cereal
8095,Sandwich
8096,Coffee
8097,Sandwich
8097,Coffee
8098,Sandwich
8098,Coffee
8099,Coffee
8099,Sandwich
8100,Salad
8100,Tea
8101,Juice
8102,Sandwich
8103,Tea
8103,Coffee
8103,Hot chocolate
8104,Coffee
8104,Coffee
8104,detergent
8106,Tea
8106,Cake
8107,Cake
8107,Bread
8108,Buttermie Dodgers
8108,Cake
8108,Coffee
8108,Coffee
8109,Coffee
8109,Salad
8110,Baguette
8111,Coffee
8111,Buttermie Dodgers
8111,butter
8112,Coffee
8112,Cookies
8113,Coffee
8113,butter
8113,Yogurt
8114,Bread
8115,Coffee
8116,Coffee
8116,Baguette
8117,Coffee
8117,Toast
8117,Tea
8118,butter
8119,Bread
8120,Coffee
8120,Coffee
8120,butter
8121,Bread
8121,Salad
8122,Bread
8122,butter
8123,Coffee
8124,Bread
8124,Coffee
8124,Toast
8126,Coffee
8127,Coffee
8129,Gift voucher
8129,Bread
8130,butter
8130,Bread
8131,Sandwich
8132,Mineral water
8133,Coffee
8133,butter
8134,Tomato sauce
8134,Chicken Stew
8135,butter
8136,Coffee
8136,Buttermie Dodgers
8136,Sandwich
8137,Bread
8137,Cookies
8138,Tea
8138,Coffee
8138,Eggs
8140,Chicken Stew
8141,Coffee
8142,Tea
8142,Juice
8142,Sandwich
8142,Chicken Stew
8143,Tea
8143,Tea
8144,Bread
8144,Sandwich
8144,Cake
8145,Coffee
8145,Rice
8146,Coffee
8146,Juice
8146,Bakewell
8147,Cake
8147,Cookies
8147,Juice
8147,Cookies
8148,detergent
8148,Chicken Stew
8149,Coffee
8149,Bakewell
8150,Juice
8150,Coffee
8151,Coffee
8151,Bread
8152,Tea
8152,Bread
8153,Bakewell
8153,Tea
8154,Coffee
8154,Coffee
8154,Cake
8155,Coffee
8155,Coffee
8155,Bakewell
8156,Coffee
8156,Juice
8156,Cookies
8156,Cake
8157,Hot chocolate
8157,Coffee
8157,Sandwich
8157,Cake
8159,Eggs
8160,Bread
8161,Cake
8161,Cake
8161,Cookies
8161,Buttermie Dodgers
8161,Vegan Feast
8162,Bread
8163,Coffee
8164,Coffee
8165,Bread
8165,Baguette
8166,Bread
8166,Coffee
8166,butter
8167,butter
8167,Coffee
8169,Bread
8170,Bread
8171,Cake
8171,butter
8172,Toast
8173,Hot chocolate
8174,Coffee
8175,Coffee
8175,Coffee
8175,Sandwich
8176,Coffee
8176,Cookies
8177,Coffee
8177,Cake
8178,Bread
8179,Bread
8180,Bread
8180,Butter
8180,Christmas common
8181,Coffee
8181,Coffee
8182,Coke
8182,Salad
8183,Extra Salami or Feta
8184,Cookies
8185,Cake
